"night";"group";"group_night";"IdLabel";"phase";"cond";"patch";"sex";"n";"vol_consumed";"phase_dur";"vis_hour";"ml_hour";"rev_night"
1;"mixed1";0;"Ind1";1;"train";1;"m";136;3.84;5.9;23.0508474576271;0.650847457627119;NA
1;"mixed1";0;"Ind1";1;"train";2;"m";179;4.89;5.9;30.3389830508475;0.828813559322034;NA
1;"mixed1";0;"Ind1";2;"train";1;"m";223;5.55;6.1;36.5573770491803;0.909836065573771;NA
1;"mixed1";0;"Ind1";2;"train";2;"m";296;7.32;6.1;48.5245901639344;1.2;NA
1;"mixed1";0;"Ind2";1;"train";1;"m";115;3.33;5.9;19.4915254237288;0.564406779661017;NA
1;"mixed1";0;"Ind2";1;"train";2;"m";164;4.8;5.9;27.7966101694915;0.813559322033898;NA
1;"mixed1";0;"Ind2";2;"train";1;"m";209;5.58;6.1;34.2622950819672;0.914754098360656;NA
1;"mixed1";0;"Ind2";2;"train";2;"m";193;5.31;6.1;31.6393442622951;0.870491803278688;NA
1;"mixed1";0;"Ind3";1;"train";1;"f";492;14.37;5.9;83.3898305084746;2.43559322033898;NA
1;"mixed1";0;"Ind3";2;"train";1;"f";427;11.58;6.1;70;1.89836065573771;NA
1;"mixed1";0;"Ind3";2;"train";2;"f";42;1.23;6.1;6.88524590163934;0.201639344262295;NA
1;"mixed1";0;"Ind4";1;"train";1;"m";281;8.13;5.9;47.6271186440678;1.37796610169492;NA
1;"mixed1";0;"Ind4";1;"train";2;"m";227;6.6;5.9;38.4745762711864;1.11864406779661;NA
1;"mixed1";0;"Ind4";2;"train";1;"m";153;4.14;6.1;25.0819672131148;0.678688524590164;NA
1;"mixed1";0;"Ind4";2;"train";2;"m";288;8.25;6.1;47.2131147540984;1.35245901639344;NA
1;"mixed1";0;"Ind5";1;"train";1;"f";173;5.04;5.9;29.3220338983051;0.854237288135593;NA
1;"mixed1";0;"Ind5";1;"train";2;"f";203;5.79;5.9;34.4067796610169;0.98135593220339;NA
1;"mixed1";0;"Ind5";2;"train";1;"f";273;6.9;6.1;44.7540983606557;1.13114754098361;NA
1;"mixed1";0;"Ind5";2;"train";2;"f";276;7.05;6.1;45.2459016393443;1.15573770491803;NA
1;"mixed1";0;"Ind6";2;"train";1;"f";219;5.64;6.1;35.9016393442623;0.924590163934426;NA
1;"mixed1";0;"Ind6";2;"train";2;"f";145;3.99;6.1;23.7704918032787;0.654098360655738;NA
2;"mixed1";1;"Ind1";1;"test";1;"m";1013;6.93;5.9;171.694915254237;1.17457627118644;7
2;"mixed1";1;"Ind1";1;"test";2;"m";96;0;5.9;16.271186440678;0;7
2;"mixed1";1;"Ind1";2;"test";1;"m";342;1.2;6.1;56.0655737704918;0.19672131147541;7
2;"mixed1";1;"Ind1";2;"test";2;"m";869;5.76;6.1;142.459016393443;0.944262295081967;7
2;"mixed1";1;"Ind2";1;"test";1;"m";1104;5.31;5.9;187.118644067797;0.9;7
2;"mixed1";1;"Ind2";1;"test";2;"m";60;0;5.9;10.1694915254237;0;7
2;"mixed1";1;"Ind2";2;"test";1;"m";1240;4.2;6.1;203.27868852459;0.688524590163935;7
2;"mixed1";1;"Ind2";2;"test";2;"m";432;1.8;6.1;70.8196721311475;0.295081967213115;7
2;"mixed1";1;"Ind3";1;"test";1;"f";731;2.58;5.9;123.898305084746;0.43728813559322;7
2;"mixed1";1;"Ind3";1;"test";2;"f";15;0;5.9;2.54237288135593;0;7
2;"mixed1";1;"Ind3";2;"test";1;"f";1653;6.42;6.1;270.983606557377;1.05245901639344;7
2;"mixed1";1;"Ind3";2;"test";2;"f";582;3.66;6.1;95.4098360655738;0.6;7
2;"mixed1";1;"Ind4";1;"test";1;"m";1225;8.19;5.9;207.627118644068;1.38813559322034;7
2;"mixed1";1;"Ind4";1;"test";2;"m";47;0;5.9;7.96610169491525;0;7
2;"mixed1";1;"Ind4";2;"test";1;"m";118;0.42;6.1;19.344262295082;0.0688524590163934;7
2;"mixed1";1;"Ind4";2;"test";2;"m";980;3.93;6.1;160.655737704918;0.644262295081967;7
2;"mixed1";1;"Ind5";1;"test";1;"f";1930;9.99;5.9;327.118644067797;1.69322033898305;7
2;"mixed1";1;"Ind5";1;"test";2;"f";110;0;5.9;18.6440677966102;0;7
2;"mixed1";1;"Ind5";2;"test";1;"f";1455;5.43;6.1;238.524590163934;0.89016393442623;7
2;"mixed1";1;"Ind5";2;"test";2;"f";1071;5.52;6.1;175.573770491803;0.904918032786885;7
2;"mixed1";1;"Ind6";1;"test";1;"f";1769;9.87;5.9;299.830508474576;1.6728813559322;7
2;"mixed1";1;"Ind6";1;"test";2;"f";28;0;5.9;4.74576271186441;0;7
2;"mixed1";1;"Ind6";2;"test";1;"f";1787;7.05;6.1;292.950819672131;1.15573770491803;7
2;"mixed1";1;"Ind6";2;"test";2;"f";320;2.04;6.1;52.4590163934426;0.334426229508197;7
3;"mixed1";2;"Ind1";1;"test";1;"m";91;0;6;15.1666666666667;0;6
3;"mixed1";2;"Ind1";1;"test";2;"m";961;7.11;6;160.166666666667;1.185;6
3;"mixed1";2;"Ind1";2;"test";1;"m";655;3.69;6;109.166666666667;0.615;6
3;"mixed1";2;"Ind1";2;"test";2;"m";631;2.88;6;105.166666666667;0.48;6
3;"mixed1";2;"Ind2";1;"test";1;"m";69;0;6;11.5;0;6
3;"mixed1";2;"Ind2";1;"test";2;"m";1311;9.33;6;218.5;1.555;6
3;"mixed1";2;"Ind2";2;"test";1;"m";7;0.03;6;1.16666666666667;0.005;6
3;"mixed1";2;"Ind2";2;"test";2;"m";1536;6.72;6;256;1.12;6
3;"mixed1";2;"Ind3";1;"test";1;"f";75;0;6;12.5;0;6
3;"mixed1";2;"Ind3";1;"test";2;"f";489;2.58;6;81.5;0.43;6
3;"mixed1";2;"Ind3";2;"test";1;"f";1009;5.13;6;168.166666666667;0.855;6
3;"mixed1";2;"Ind3";2;"test";2;"f";966;4.92;6;161;0.82;6
3;"mixed1";2;"Ind4";1;"test";1;"m";44;0;6;7.33333333333333;0;6
3;"mixed1";2;"Ind4";1;"test";2;"m";1108;7.98;6;184.666666666667;1.33;6
3;"mixed1";2;"Ind4";2;"test";1;"m";207;0.81;6;34.5;0.135;6
3;"mixed1";2;"Ind4";2;"test";2;"m";126;0.6;6;21;0.1;6
3;"mixed1";2;"Ind5";1;"test";1;"f";136;0;6;22.6666666666667;0;6
3;"mixed1";2;"Ind5";1;"test";2;"f";1585;10.35;6;264.166666666667;1.725;6
3;"mixed1";2;"Ind5";2;"test";1;"f";1576;8.64;6;262.666666666667;1.44;6
3;"mixed1";2;"Ind5";2;"test";2;"f";780;4.68;6;130;0.78;6
3;"mixed1";2;"Ind6";1;"test";1;"f";54;0;6;9;0;6
3;"mixed1";2;"Ind6";1;"test";2;"f";765;6.66;6;127.5;1.11;6
3;"mixed1";2;"Ind6";2;"test";1;"f";944;4.89;6;157.333333333333;0.815;6
3;"mixed1";2;"Ind6";2;"test";2;"f";779;3.9;6;129.833333333333;0.65;6
4;"mixed1";3;"Ind1";1;"test";1;"m";41;0;6;6.83333333333333;0;5
4;"mixed1";3;"Ind1";1;"test";2;"m";12;0.09;6;2;0.015;5
4;"mixed1";3;"Ind1";2;"test";1;"m";1189;6.87;6;198.166666666667;1.145;5
4;"mixed1";3;"Ind1";2;"test";2;"m";27;0.06;6;4.5;0.01;5
4;"mixed1";3;"Ind2";1;"test";1;"m";14;0;6;2.33333333333333;0;5
4;"mixed1";3;"Ind2";1;"test";2;"m";61;0.57;6;10.1666666666667;0.095;5
4;"mixed1";3;"Ind2";2;"test";1;"m";130;0.75;6;21.6666666666667;0.125;5
4;"mixed1";3;"Ind2";2;"test";2;"m";1379;4.44;6;229.833333333333;0.74;5
4;"mixed1";3;"Ind3";1;"test";1;"f";80;0;6;13.3333333333333;0;5
4;"mixed1";3;"Ind3";1;"test";2;"f";433;5.46;6;72.1666666666667;0.91;5
4;"mixed1";3;"Ind3";2;"test";1;"f";380;2.88;6;63.3333333333333;0.48;5
4;"mixed1";3;"Ind3";2;"test";2;"f";960;4.68;6;160;0.78;5
4;"mixed1";3;"Ind4";1;"test";1;"m";21;0;6;3.5;0;5
4;"mixed1";3;"Ind4";1;"test";2;"m";1075;15.51;6;179.166666666667;2.585;5
4;"mixed1";3;"Ind4";2;"test";1;"m";2;0;6;0.333333333333333;0;5
4;"mixed1";3;"Ind4";2;"test";2;"m";879;5.31;6;146.5;0.885;5
4;"mixed1";3;"Ind5";1;"test";1;"f";169;0;6;28.1666666666667;0;5
4;"mixed1";3;"Ind5";1;"test";2;"f";431;4.77;6;71.8333333333333;0.795;5
4;"mixed1";3;"Ind5";2;"test";1;"f";1131;6.15;6;188.5;1.025;5
4;"mixed1";3;"Ind5";2;"test";2;"f";902;3.09;6;150.333333333333;0.515;5
4;"mixed1";3;"Ind6";1;"test";1;"f";54;0;6;9;0;5
4;"mixed1";3;"Ind6";1;"test";2;"f";481;5.73;6;80.1666666666667;0.955;5
4;"mixed1";3;"Ind6";2;"test";1;"f";652;3.48;6;108.666666666667;0.58;5
4;"mixed1";3;"Ind6";2;"test";2;"f";1806;6.78;6;301;1.13;5
5;"mixed1";4;"Ind1";1;"test";1;"m";45;0.45;6;7.5;0.075;4
5;"mixed1";4;"Ind1";1;"test";2;"m";1;0;6;0.166666666666667;0;4
5;"mixed1";4;"Ind2";1;"test";1;"m";10;0.18;6;1.66666666666667;0.03;4
5;"mixed1";4;"Ind2";1;"test";2;"m";6;0;6;1;0;4
5;"mixed1";4;"Ind3";1;"test";1;"f";341;4.29;6;56.8333333333333;0.715;4
5;"mixed1";4;"Ind3";1;"test";2;"f";32;0;6;5.33333333333333;0;4
5;"mixed1";4;"Ind4";1;"test";1;"m";901;14.4;6;150.166666666667;2.4;4
5;"mixed1";4;"Ind4";1;"test";2;"m";35;0;6;5.83333333333333;0;4
5;"mixed1";4;"Ind5";1;"test";1;"f";797;8.4;6;132.833333333333;1.4;4
5;"mixed1";4;"Ind5";1;"test";2;"f";74;0;6;12.3333333333333;0;4
5;"mixed1";4;"Ind6";1;"test";1;"f";397;5.25;6;66.1666666666667;0.875;4
5;"mixed1";4;"Ind6";1;"test";2;"f";18;0;6;3;0;4
6;"mixed1";5;"Ind1";1;"test";1;"m";11;0.09;6;1.83333333333333;0.015;3
6;"mixed1";5;"Ind1";1;"test";2;"m";26;0;6;4.33333333333333;0;3
6;"mixed1";5;"Ind1";2;"test";1;"m";481;2.07;6;80.1666666666667;0.345;3
6;"mixed1";5;"Ind1";2;"test";2;"m";288;1.32;6;48;0.22;3
6;"mixed1";5;"Ind2";1;"test";1;"m";1;0;6;0.166666666666667;0;3
6;"mixed1";5;"Ind2";1;"test";2;"m";2;0;6;0.333333333333333;0;3
6;"mixed1";5;"Ind2";2;"test";1;"m";2;0;6;0.333333333333333;0;3
6;"mixed1";5;"Ind2";2;"test";2;"m";796;3.93;6;132.666666666667;0.655;3
6;"mixed1";5;"Ind3";1;"test";1;"f";433;4.35;6;72.1666666666667;0.725;3
6;"mixed1";5;"Ind3";1;"test";2;"f";50;0;6;8.33333333333333;0;3
6;"mixed1";5;"Ind3";2;"test";1;"f";1344;7.11;6;224;1.185;3
6;"mixed1";5;"Ind3";2;"test";2;"f";723;3.72;6;120.5;0.62;3
6;"mixed1";5;"Ind4";1;"test";1;"m";1206;16.53;6;201;2.755;3
6;"mixed1";5;"Ind4";1;"test";2;"m";28;0;6;4.66666666666667;0;3
6;"mixed1";5;"Ind4";2;"test";1;"m";781;3.9;6;130.166666666667;0.65;3
6;"mixed1";5;"Ind4";2;"test";2;"m";325;2.04;6;54.1666666666667;0.34;3
6;"mixed1";5;"Ind5";1;"test";1;"f";829;8.76;6;138.166666666667;1.46;3
6;"mixed1";5;"Ind5";1;"test";2;"f";68;0;6;11.3333333333333;0;3
6;"mixed1";5;"Ind5";2;"test";1;"f";939;4.71;6;156.5;0.785;3
6;"mixed1";5;"Ind5";2;"test";2;"f";1511;8.73;6;251.833333333333;1.455;3
6;"mixed1";5;"Ind6";1;"test";1;"f";609;6.24;6;101.5;1.04;3
6;"mixed1";5;"Ind6";1;"test";2;"f";13;0;6;2.16666666666667;0;3
6;"mixed1";5;"Ind6";2;"test";1;"f";1189;4.47;6;198.166666666667;0.745;3
6;"mixed1";5;"Ind6";2;"test";2;"f";771;3.48;6;128.5;0.58;3
7;"mixed1";6;"Ind1";1;"test";1;"m";20;0;6;3.33333333333333;0;2
7;"mixed1";6;"Ind1";1;"test";2;"m";15;0.18;6;2.5;0.03;2
7;"mixed1";6;"Ind1";2;"test";1;"m";1417;8.19;6;236.166666666667;1.365;2
7;"mixed1";6;"Ind1";2;"test";2;"m";106;0.24;6;17.6666666666667;0.04;2
7;"mixed1";6;"Ind2";1;"test";1;"m";2;0;6;0.333333333333333;0;2
7;"mixed1";6;"Ind2";1;"test";2;"m";5;0.09;6;0.833333333333333;0.015;2
7;"mixed1";6;"Ind2";2;"test";2;"m";907;7.2;6;151.166666666667;1.2;2
7;"mixed1";6;"Ind3";1;"test";1;"f";27;0;6;4.5;0;2
7;"mixed1";6;"Ind3";1;"test";2;"f";252;2.61;6;42;0.435;2
7;"mixed1";6;"Ind3";2;"test";1;"f";750;3.72;6;125;0.62;2
7;"mixed1";6;"Ind3";2;"test";2;"f";612;3.36;6;102;0.56;2
7;"mixed1";6;"Ind4";1;"test";1;"m";67;0;6;11.1666666666667;0;2
7;"mixed1";6;"Ind4";1;"test";2;"m";936;16.29;6;156;2.715;2
7;"mixed1";6;"Ind4";2;"test";1;"m";755;3.99;6;125.833333333333;0.665;2
7;"mixed1";6;"Ind4";2;"test";2;"m";280;1.62;6;46.6666666666667;0.27;2
7;"mixed1";6;"Ind5";1;"test";1;"f";83;0;6;13.8333333333333;0;2
7;"mixed1";6;"Ind5";1;"test";2;"f";693;6.21;6;115.5;1.035;2
7;"mixed1";6;"Ind5";2;"test";1;"f";970;5.43;6;161.666666666667;0.905;2
7;"mixed1";6;"Ind5";2;"test";2;"f";793;3.72;6;132.166666666667;0.62;2
7;"mixed1";6;"Ind6";1;"test";1;"f";52;0;6;8.66666666666667;0;2
7;"mixed1";6;"Ind6";1;"test";2;"f";346;4.65;6;57.6666666666667;0.775;2
7;"mixed1";6;"Ind6";2;"test";1;"f";676;3.03;6;112.666666666667;0.505;2
7;"mixed1";6;"Ind6";2;"test";2;"f";576;2.85;6;96;0.475;2
8;"mixed1";7;"Ind1";1;"test";1;"m";12;0.21;6;2;0.035;1
8;"mixed1";7;"Ind1";1;"test";2;"m";6;0;6;1;0;1
8;"mixed1";7;"Ind1";2;"test";1;"m";1052;8.37;6;175.333333333333;1.395;1
8;"mixed1";7;"Ind2";1;"test";2;"m";9;0;6;1.5;0;1
8;"mixed1";7;"Ind2";2;"test";2;"m";729;7.41;6;121.5;1.235;1
8;"mixed1";7;"Ind3";1;"test";1;"f";469;4.26;6;78.1666666666667;0.71;1
8;"mixed1";7;"Ind3";1;"test";2;"f";24;0;6;4;0;1
8;"mixed1";7;"Ind3";2;"test";1;"f";646;3.3;6;107.666666666667;0.55;1
8;"mixed1";7;"Ind3";2;"test";2;"f";515;2.79;6;85.8333333333333;0.465;1
8;"mixed1";7;"Ind4";1;"test";1;"m";1096;16.8;6;182.666666666667;2.8;1
8;"mixed1";7;"Ind4";1;"test";2;"m";39;0;6;6.5;0;1
8;"mixed1";7;"Ind4";2;"test";1;"m";648;4.35;6;108;0.725;1
8;"mixed1";7;"Ind4";2;"test";2;"m";205;1.35;6;34.1666666666667;0.225;1
8;"mixed1";7;"Ind5";1;"test";1;"f";830;7.98;6;138.333333333333;1.33;1
8;"mixed1";7;"Ind5";1;"test";2;"f";47;0;6;7.83333333333333;0;1
8;"mixed1";7;"Ind5";2;"test";1;"f";778;4.44;6;129.666666666667;0.74;1
8;"mixed1";7;"Ind5";2;"test";2;"f";653;3.75;6;108.833333333333;0.625;1
8;"mixed1";7;"Ind6";1;"test";1;"f";541;5.7;6;90.1666666666667;0.95;1
8;"mixed1";7;"Ind6";1;"test";2;"f";19;0;6;3.16666666666667;0;1
8;"mixed1";7;"Ind6";2;"test";1;"f";514;2.79;6;85.6666666666667;0.465;1
8;"mixed1";7;"Ind6";2;"test";2;"f";359;2.22;6;59.8333333333333;0.37;1
9;"6f";-1;"Ind31";1;"train";1;"f";294;8.82;6;49;1.47;NA
9;"6f";-1;"Ind31";1;"train";2;"f";181;5.43;6;30.1666666666667;0.905;NA
9;"6f";-1;"Ind31";2;"train";1;"f";250;7.29;6;41.6666666666667;1.215;NA
9;"6f";-1;"Ind31";2;"train";2;"f";154;4.53;6;25.6666666666667;0.755;NA
9;"6f";-1;"Ind32";1;"train";1;"f";165;4.95;6;27.5;0.825;NA
9;"6f";-1;"Ind32";1;"train";2;"f";118;3.54;6;19.6666666666667;0.59;NA
9;"6f";-1;"Ind32";2;"train";1;"f";219;6.39;6;36.5;1.065;NA
9;"6f";-1;"Ind32";2;"train";2;"f";140;4.11;6;23.3333333333333;0.685;NA
10;"6f";0;"Ind31";1;"train";1;"f";297;8.28;6;49.5;1.38;NA
10;"6f";0;"Ind31";1;"train";2;"f";110;3.06;6;18.3333333333333;0.51;NA
10;"6f";0;"Ind31";2;"train";1;"f";296;7.74;6;49.3333333333333;1.29;NA
10;"6f";0;"Ind31";2;"train";2;"f";198;5.04;6;33;0.84;NA
10;"6f";0;"Ind32";1;"train";1;"f";254;7.59;6;42.3333333333333;1.265;NA
10;"6f";0;"Ind32";1;"train";2;"f";236;7.02;6;39.3333333333333;1.17;NA
10;"6f";0;"Ind32";2;"train";1;"f";199;5.49;6;33.1666666666667;0.915;NA
10;"6f";0;"Ind32";2;"train";2;"f";286;7.8;6;47.6666666666667;1.3;NA
10;"6f";0;"Ind33";2;"train";1;"f";272;7.62;6;45.3333333333333;1.27;NA
10;"6f";0;"Ind33";2;"train";2;"f";158;4.5;6;26.3333333333333;0.75;NA
10;"6f";0;"Ind34";1;"train";1;"f";178;5.31;6;29.6666666666667;0.885;NA
10;"6f";0;"Ind34";1;"train";2;"f";182;5.4;6;30.3333333333333;0.9;NA
10;"6f";0;"Ind34";2;"train";1;"f";124;3.39;6;20.6666666666667;0.565;NA
10;"6f";0;"Ind34";2;"train";2;"f";235;6.57;6;39.1666666666667;1.095;NA
10;"6f";0;"Ind35";1;"train";1;"f";269;7.92;6;44.8333333333333;1.32;NA
10;"6f";0;"Ind35";1;"train";2;"f";67;1.98;6;11.1666666666667;0.33;NA
10;"6f";0;"Ind35";2;"train";1;"f";324;9;6;54;1.5;NA
10;"6f";0;"Ind35";2;"train";2;"f";85;2.37;6;14.1666666666667;0.395;NA
11;"6f";1;"Ind31";1;"test";1;"f";2093;14.13;6;348.833333333333;2.355;7
11;"6f";1;"Ind31";1;"test";2;"f";56;0;6;9.33333333333333;0;7
11;"6f";1;"Ind31";2;"test";1;"f";1325;6;6;220.833333333333;1;7
11;"6f";1;"Ind31";2;"test";2;"f";580;1.74;6;96.6666666666667;0.29;7
11;"6f";1;"Ind32";1;"test";1;"f";1146;4.83;6;191;0.805;7
11;"6f";1;"Ind32";1;"test";2;"f";60;0;6;10;0;7
11;"6f";1;"Ind32";2;"test";1;"f";774;2.19;6;129;0.365;7
11;"6f";1;"Ind32";2;"test";2;"f";510;2.25;6;85;0.375;7
11;"6f";1;"Ind33";1;"test";1;"f";968;4.77;6;161.333333333333;0.795;7
11;"6f";1;"Ind33";1;"test";2;"f";139;0;6;23.1666666666667;0;7
11;"6f";1;"Ind33";2;"test";1;"f";1108;3.96;6;184.666666666667;0.66;7
11;"6f";1;"Ind33";2;"test";2;"f";1327;6.81;6;221.166666666667;1.135;7
11;"6f";1;"Ind34";1;"test";1;"f";657;3.39;6;109.5;0.565;7
11;"6f";1;"Ind34";1;"test";2;"f";70;0;6;11.6666666666667;0;7
11;"6f";1;"Ind34";2;"test";1;"f";692;3.15;6;115.333333333333;0.525;7
11;"6f";1;"Ind34";2;"test";2;"f";1080;4.65;6;180;0.775;7
11;"6f";1;"Ind35";1;"test";1;"f";2300;13.23;6;383.333333333333;2.205;7
11;"6f";1;"Ind35";1;"test";2;"f";76;0;6;12.6666666666667;0;7
11;"6f";1;"Ind35";2;"test";1;"f";1232;4.89;6;205.333333333333;0.815;7
11;"6f";1;"Ind35";2;"test";2;"f";1111;4.92;6;185.166666666667;0.82;7
11;"6f";1;"Ind36";1;"test";1;"f";111;0.42;6;18.5;0.07;7
11;"6f";1;"Ind36";1;"test";2;"f";15;0;6;2.5;0;7
11;"6f";1;"Ind36";2;"test";1;"f";954;3.21;6;159;0.535;7
11;"6f";1;"Ind36";2;"test";2;"f";477;2.04;6;79.5;0.34;7
12;"6f";2;"Ind31";1;"test";1;"f";91;0;8;11.375;0;6
12;"6f";2;"Ind31";1;"test";2;"f";3038;16.5;8;379.75;2.0625;6
12;"6f";2;"Ind31";2;"test";1;"f";864;3.42;4;216;0.855;6
12;"6f";2;"Ind31";2;"test";2;"f";536;1.38;4;134;0.345;6
12;"6f";2;"Ind32";1;"test";1;"f";60;0;8;7.5;0;6
12;"6f";2;"Ind32";1;"test";2;"f";1566;7.05;8;195.75;0.88125;6
12;"6f";2;"Ind32";2;"test";1;"f";371;1.26;4;92.75;0.315;6
12;"6f";2;"Ind32";2;"test";2;"f";502;1.41;4;125.5;0.3525;6
12;"6f";2;"Ind33";1;"test";1;"f";76;0;8;9.5;0;6
12;"6f";2;"Ind33";1;"test";2;"f";1975;8.16;8;246.875;1.02;6
12;"6f";2;"Ind33";2;"test";1;"f";693;2.43;4;173.25;0.6075;6
12;"6f";2;"Ind33";2;"test";2;"f";997;3.6;4;249.25;0.9;6
12;"6f";2;"Ind34";1;"test";1;"f";106;0;8;13.25;0;6
12;"6f";2;"Ind34";1;"test";2;"f";1091;3.9;8;136.375;0.4875;6
12;"6f";2;"Ind34";2;"test";1;"f";521;2.37;4;130.25;0.5925;6
12;"6f";2;"Ind34";2;"test";2;"f";677;1.74;4;169.25;0.435;6
12;"6f";2;"Ind35";1;"test";1;"f";148;0;8;18.5;0;6
12;"6f";2;"Ind35";1;"test";2;"f";1715;7.32;8;214.375;0.915;6
12;"6f";2;"Ind35";2;"test";1;"f";1426;5.55;4;356.5;1.3875;6
12;"6f";2;"Ind35";2;"test";2;"f";1030;3.3;4;257.5;0.825;6
12;"6f";2;"Ind36";1;"test";1;"f";54;0;8;6.75;0;6
12;"6f";2;"Ind36";1;"test";2;"f";3908;16.5;8;488.5;2.0625;6
12;"6f";2;"Ind36";2;"test";1;"f";205;0.51;4;51.25;0.1275;6
12;"6f";2;"Ind36";2;"test";2;"f";1393;4.74;4;348.25;1.185;6
13;"6f";3;"Ind31";1;"test";1;"f";2338;10.89;5;467.6;2.178;5
13;"6f";3;"Ind31";1;"test";2;"f";71;0;5;14.2;0;5
13;"6f";3;"Ind31";2;"test";1;"f";1720;5.91;7;245.714285714286;0.844285714285714;5
13;"6f";3;"Ind31";2;"test";2;"f";1468;5.04;7;209.714285714286;0.72;5
13;"6f";3;"Ind32";1;"test";1;"f";1337;5.31;5;267.4;1.062;5
13;"6f";3;"Ind32";1;"test";2;"f";38;0;5;7.6;0;5
13;"6f";3;"Ind32";2;"test";1;"f";1039;3.03;7;148.428571428571;0.432857142857143;5
13;"6f";3;"Ind32";2;"test";2;"f";318;0.84;7;45.4285714285714;0.12;5
13;"6f";3;"Ind33";1;"test";1;"f";841;2.94;5;168.2;0.588;5
13;"6f";3;"Ind33";1;"test";2;"f";85;0;5;17;0;5
13;"6f";3;"Ind33";2;"test";1;"f";772;2.43;7;110.285714285714;0.347142857142857;5
13;"6f";3;"Ind33";2;"test";2;"f";1814;5.49;7;259.142857142857;0.784285714285714;5
13;"6f";3;"Ind34";1;"test";1;"f";542;2.1;5;108.4;0.42;5
13;"6f";3;"Ind34";1;"test";2;"f";96;0;5;19.2;0;5
13;"6f";3;"Ind34";2;"test";1;"f";815;2.61;7;116.428571428571;0.372857142857143;5
13;"6f";3;"Ind34";2;"test";2;"f";1414;4.68;7;202;0.668571428571428;5
13;"6f";3;"Ind35";1;"test";1;"f";1995;6.54;5;399;1.308;5
13;"6f";3;"Ind35";1;"test";2;"f";115;0;5;23;0;5
13;"6f";3;"Ind35";2;"test";1;"f";2293;9.21;7;327.571428571429;1.31571428571429;5
13;"6f";3;"Ind35";2;"test";2;"f";1683;7.2;7;240.428571428571;1.02857142857143;5
13;"6f";3;"Ind36";1;"test";1;"f";3542;11.22;5;708.4;2.244;5
13;"6f";3;"Ind36";1;"test";2;"f";49;0;5;9.8;0;5
13;"6f";3;"Ind36";2;"test";1;"f";1588;4.74;7;226.857142857143;0.677142857142857;5
13;"6f";3;"Ind36";2;"test";2;"f";1563;4.41;7;223.285714285714;0.63;5
14;"6f";4;"Ind31";1;"test";1;"f";2678;10.62;7;382.571428571429;1.51714285714286;4
14;"6f";4;"Ind31";1;"test";2;"f";89;0;7;12.7142857142857;0;4
14;"6f";4;"Ind31";2;"test";1;"f";895;2.64;5;179;0.528;4
14;"6f";4;"Ind31";2;"test";2;"f";340;1.59;5;68;0.318;4
14;"6f";4;"Ind32";1;"test";1;"f";2860;12.57;7;408.571428571429;1.79571428571429;4
14;"6f";4;"Ind32";1;"test";2;"f";13;0;7;1.85714285714286;0;4
14;"6f";4;"Ind32";2;"test";1;"f";1235;4.26;5;247;0.852;4
14;"6f";4;"Ind33";1;"test";1;"f";1309;4.68;7;187;0.668571428571428;4
14;"6f";4;"Ind33";1;"test";2;"f";92;0;7;13.1428571428571;0;4
14;"6f";4;"Ind33";2;"test";1;"f";620;2.49;5;124;0.498;4
14;"6f";4;"Ind33";2;"test";2;"f";384;1.26;5;76.8;0.252;4
14;"6f";4;"Ind34";1;"test";1;"f";738;2.25;7;105.428571428571;0.321428571428571;4
14;"6f";4;"Ind34";1;"test";2;"f";94;0;7;13.4285714285714;0;4
14;"6f";4;"Ind34";2;"test";1;"f";661;2.43;5;132.2;0.486;4
14;"6f";4;"Ind34";2;"test";2;"f";542;2.7;5;108.4;0.54;4
14;"6f";4;"Ind35";1;"test";1;"f";3077;13.11;7;439.571428571429;1.87285714285714;4
14;"6f";4;"Ind35";1;"test";2;"f";73;0;7;10.4285714285714;0;4
14;"6f";4;"Ind35";2;"test";1;"f";1899;7.26;5;379.8;1.452;4
14;"6f";4;"Ind35";2;"test";2;"f";64;0.42;5;12.8;0.084;4
14;"6f";4;"Ind36";1;"test";1;"f";2735;10.29;7;390.714285714286;1.47;4
14;"6f";4;"Ind36";1;"test";2;"f";82;0;7;11.7142857142857;0;4
14;"6f";4;"Ind36";2;"test";1;"f";120;0.54;5;24;0.108;4
14;"6f";4;"Ind36";2;"test";2;"f";2869;13.53;5;573.8;2.706;4
15;"6f";5;"Ind31";1;"test";1;"f";72;0;4;18;0;3
15;"6f";5;"Ind31";1;"test";2;"f";643;5.97;4;160.75;1.4925;3
15;"6f";5;"Ind31";2;"test";1;"f";1377;4.56;8;172.125;0.57;3
15;"6f";5;"Ind31";2;"test";2;"f";1973;7.89;8;246.625;0.98625;3
15;"6f";5;"Ind32";1;"test";1;"f";70;0;4;17.5;0;3
15;"6f";5;"Ind32";1;"test";2;"f";27;0.06;4;6.75;0.015;3
15;"6f";5;"Ind32";2;"test";1;"f";3075;11.46;8;384.375;1.4325;3
15;"6f";5;"Ind32";2;"test";2;"f";17;0.06;8;2.125;0.0075;3
15;"6f";5;"Ind33";1;"test";1;"f";33;0;4;8.25;0;3
15;"6f";5;"Ind33";1;"test";2;"f";280;1.89;4;70;0.4725;3
15;"6f";5;"Ind33";2;"test";1;"f";482;2.16;8;60.25;0.27;3
15;"6f";5;"Ind33";2;"test";2;"f";618;1.98;8;77.25;0.2475;3
